Year,Tm,Rnd,Pos_x,cnt
2009,BAL,5,LB,1
2009,BAL,5,TE,1
2009,BAL,6,RB,1
2009,BUF,1,DL,1
2009,BUF,1,OL,1
2009,BUF,2,DB,1
2009,BUF,2,OL,1
2009,BUF,4,TE,1
2009,BUF,5,LB,1
2009,BUF,6,DB,1
2009,BUF,7,DB,1
2009,CAR,2,DB,1
2009,CAR,2,DL,1
2009,CAR,3,DL,1
2009,CAR,4,RB,2
2009,CAR,5,OL,1
2009,CAR,7,DB,1
2009,CHI,3,DL,1
2009,CHI,3,WR,1
2009,CHI,4,DB,1
2009,CHI,4,DL,1
2009,CHI,5,LB,1
2009,CHI,5,WR,1
2009,CHI,6,DB,1
2009,CHI,7,OL,1
2009,CHI,7,WR,1
2009,CIN,1,OL,1
2009,CIN,2,LB,1
2009,CIN,3,DL,1
2009,CIN,3,TE,1
2009,CIN,4,OL,1
2009,CIN,5,P,1
2009,CIN,6,DB,1
2009,CIN,6,RB,1
2009,CIN,7,DL,1
2009,CIN,7,RB,1
2009,CIN,7,WR,1
2009,CLE,1,OL,1
2009,CLE,2,LB,1
2009,CLE,2,WR,2
2009,CLE,4,LB,1
2009,CLE,6,DB,2
2009,CLE,6,RB,1
2009,DAL,3,LB,1
2009,DAL,3,OL,1
2009,DAL,4,DL,1
2009,DAL,4,LB,1
2009,DAL,4,QB,1
2009,DAL,5,DB,2
2009,DAL,5,K,1
2009,DAL,6,DB,1
2009,DAL,6,TE,1
2009,DAL,7,DB,1
2009,DAL,7,WR,1
2009,DEN,1,DL,1
2009,DEN,1,RB,1
2009,DEN,2,DB,2
2009,DEN,2,TE,1
2009,DEN,4,DB,1
2009,DEN,4,OL,1
2009,DEN,5,WR,1
2009,DEN,6,QB,1
2009,DEN,7,OL,1
2009,DET,1,QB,1
2009,DET,1,TE,1
2009,DET,2,DB,1
2009,DET,3,LB,1
2009,DET,3,WR,1
2009,DET,4,DL,1
2009,DET,6,RB,1
2009,DET,7,LB,1
2009,DET,7,OL,1
2009,DET,7,TE,1
2009,GNB,1,DL,1
2009,GNB,1,LB,1
2009,GNB,4,OL,1
2009,GNB,5,OL,1
2009,GNB,5,RB,1
2009,GNB,6,DB,1
2009,GNB,6,DL,1
2009,GNB,7,LB,1
2009,HOU,1,LB,1
2009,HOU,2,DL,1
2009,HOU,3,OL,1
2009,HOU,4,DB,1
2009,HOU,4,TE,1
2009,HOU,5,TE,1
2009,HOU,6,DB,1
2009,HOU,7,DB,1
2009,IND,1,RB,1
2009,IND,2,DL,1
2009,IND,3,DB,1
2009,IND,4,DL,1
2009,IND,4,WR,1
2009,IND,6,QB,1
2009,IND,7,K,1
2009,IND,7,OL,1
2009,JAX,1,OL,1
2009,JAX,2,OL,1
2009,JAX,3,DB,1
2009,JAX,3,DL,1
2009,JAX,4,WR,1
2009,JAX,5,WR,1
2009,JAX,6,TE,1
2009,JAX,7,RB,1
2009,JAX,7,WR,1
2009,KAN,1,DL,1
2009,KAN,3,DL,1
2009,KAN,4,DB,1
2009,KAN,5,OL,1
2009,KAN,6,WR,1
2009,KAN,7,K,1
2009,KAN,7,RB,1
2009,KAN,7,TE,1
2009,MIA,1,DB,1
2009,MIA,2,DB,1
2009,MIA,2,QB,1
2009,MIA,3,WR,1
2009,MIA,4,WR,1
2009,MIA,5,DB,1
2009,MIA,5,TE,1
2009,MIA,6,OL,1
2009,MIA,7,LB,1
2009,MIN,1,WR,1
2009,MIN,2,OL,1
2009,MIN,3,DB,1
2009,MIN,5,LB,1
2009,MIN,7,DB,1
2009,NOR,1,DB,1
2009,NOR,4,DB,1
2009,NOR,4,LB,1
2009,NOR,5,P,1
2009,NWE,2,DB,2
2009,NWE,2,DL,1
2009,NWE,2,OL,1
2009,NWE,3,LB,1
2009,NWE,3,WR,1
2009,NWE,4,OL,1
2009,NWE,5,OL,1
2009,NWE,6,DL,1
2009,NWE,6,OL,1
2009,NWE,7,DL,1
2009,NWE,7,WR,1
2009,NYG,1,WR,1
2009,NYG,2,LB,1
2009,NYG,2,OL,1
2009,NYG,3,TE,1
2009,NYG,3,WR,1
2009,NYG,4,RB,1
2009,NYG,5,QB,1
2009,NYG,6,DB,1
2009,NYG,7,DB,1
2009,NYJ,1,QB,1
2009,NYJ,3,RB,1
2009,NYJ,6,OL,1
2009,OAK,1,WR,1
2009,OAK,2,DB,1
2009,OAK,3,DL,1
2009,OAK,4,DL,1
2009,OAK,4,WR,1
2009,OAK,6,DL,1
2009,OAK,6,TE,1
2009,PHI,1,WR,1
2009,PHI,2,RB,1
2009,PHI,5,DB,1
2009,PHI,5,OL,1
2009,PHI,5,TE,1
2009,PHI,6,WR,1
2009,PHI,7,LB,1
2009,PHI,7,OL,1
2009,PIT,1,DL,1
2009,PIT,3,DB,1
2009,PIT,3,OL,1
2009,PIT,3,WR,1
2009,PIT,5,DB,1
2009,PIT,5,RB,1
2009,PIT,6,DL,1
2009,PIT,7,OL,1
2009,PIT,7,TE,1
2009,SDG,1,LB,1
2009,SDG,3,OL,1
2009,SDG,4,DL,1
2009,SDG,4,OL,1
2009,SDG,4,RB,1
2009,SDG,5,DB,1
2009,SDG,6,LB,1
2009,SDG,7,WR,1
2009,SEA,1,LB,1
2009,SEA,2,OL,1
2009,SEA,3,WR,1
2009,SEA,6,QB,1
2009,SEA,7,DB,1
2009,SEA,7,DL,1
2009,SEA,7,TE,1
2009,SFO,1,WR,1
2009,SFO,3,RB,1
2009,SFO,5,LB,1
2009,SFO,5,QB,1
2009,SFO,6,TE,1
2009,SFO,7,DB,1
2009,SFO,7,DL,1
2009,STL,1,OL,1
2009,STL,2,LB,1
2009,STL,3,DB,1
2009,STL,4,DL,1
2009,STL,5,WR,1
2009,STL,6,QB,1
2009,STL,7,RB,1
2009,TAM,1,QB,1
2009,TAM,3,DL,1
2009,TAM,4,DL,1
2009,TAM,5,OL,1
2009,TAM,7,DB,1
2009,TAM,7,WR,1
2009,TEN,1,WR,1
2009,TEN,2,DL,1
2009,TEN,3,DB,1
2009,TEN,3,TE,1
2009,TEN,4,LB,1
2009,TEN,4,OL,1
2009,TEN,5,RB,1
2009,TEN,6,DB,1
2009,TEN,6,WR,1
2009,TEN,7,DB,1
2009,TEN,7,OL,1
2009,WAS,1,LB,1
2009,WAS,3,DB,1
2009,WAS,5,LB,1
2009,WAS,6,LB,1
2009,WAS,7,RB,1
2009,WAS,7,WR,1
2010,ARI,1,DL,1
2010,ARI,2,LB,1
2010,ARI,3,WR,1
2010,ARI,4,DL,1
2010,ARI,5,QB,1
2010,ARI,6,DB,1
2010,ARI,7,TE,1
2010,ATL,1,LB,1
2010,ATL,3,DL,1
2010,ATL,3,OL,1
2010,ATL,4,OL,1
2010,ATL,5,DB,1
2010,ATL,5,WR,1
2010,ATL,6,DB,1
2010,BAL,2,DL,1
2010,BAL,2,LB,1
2010,BAL,3,TE,1
2010,BAL,4,TE,1
2010,BAL,5,DL,1
2010,BAL,5,WR,1
2010,BAL,6,OL,1
2010,BUF,1,RB,1
2010,BUF,2,DL,1
2010,BUF,3,DL,1
2010,BUF,4,WR,1
2010,BUF,5,OL,1
2010,BUF,6,DL,1
2010,BUF,6,LB,1
2010,BUF,7,OL,1
2010,BUF,7,QB,1
2010,CAR,2,QB,1
2010,CAR,3,WR,2
2010,CAR,4,LB,1
2010,CAR,6,DB,1
2010,CAR,6,DL,1
2010,CAR,6,QB,1
2010,CAR,6,WR,1
2010,CAR,7,DB,2
2010,CHI,3,DB,1
2010,CHI,4,DL,1
2010,CHI,5,DB,1
2010,CHI,6,QB,1
2010,CHI,7,OL,1
2010,CIN,1,TE,1
2010,CIN,2,DL,1
2010,CIN,3,DB,1
2010,CIN,3,WR,1
2010,CIN,4,DL,1
2010,CIN,4,LB,1
2010,CIN,5,OL,1
2010,CIN,6,WR,1
2010,CIN,7,OL,1
2010,CLE,1,DB,1
2010,CLE,2,DB,1
2010,CLE,2,RB,1
2010,CLE,3,OL,1
2010,CLE,3,QB,1
2010,CLE,5,DB,1
2010,CLE,6,DL,1
2010,CLE,6,WR,1
2010,DAL,1,WR,1
2010,DAL,2,LB,1
2010,DAL,4,DB,1
2010,DAL,6,DB,1
2010,DAL,6,OL,1
2010,DAL,7,DL,1
2010,DEN,1,QB,1
2010,DEN,1,WR,1
2010,DEN,2,OL,1
2010,DEN,3,OL,1
2010,DEN,3,WR,1
2010,DEN,5,DB,1
2010,DEN,6,OL,1
2010,DEN,7,DB,1
2010,DEN,7,DL,1
2010,DET,1,DL,1
2010,DET,1,RB,1
2010,DET,3,DB,1
2010,DET,4,OL,1
2010,DET,7,DL,1
2010,DET,7,WR,1
2010,GNB,1,OL,1
2010,GNB,2,DL,1
2010,GNB,3,DB,1
2010,GNB,5,OL,1
2010,GNB,5,TE,1
2010,GNB,6,RB,1
2010,GNB,7,DL,1
2010,HOU,1,DB,1
2010,HOU,2,RB,1
2010,HOU,3,DL,1
2010,HOU,4,LB,1
2010,HOU,4,TE,1
2010,HOU,5,DB,1
2010,HOU,6,OL,1
2010,HOU,6,WR,1
2010,HOU,7,WR,1
2010,IND,1,DL,1
2010,IND,2,LB,1
2010,IND,3,DB,1
2010,IND,4,OL,1
2010,IND,5,TE,1
2010,IND,7,DB,1
2010,IND,7,DL,1
2010,IND,7,LB,1
2010,JAX,1,DL,1
2010,JAX,3,DL,1
2010,JAX,5,DL,2
2010,JAX,6,DB,1
2010,JAX,6,RB,1
2010,KAN,1,DB,1
2010,KAN,2,DB,1
2010,KAN,2,WR,1
2010,KAN,3,OL,1
2010,KAN,3,TE,1
2010,KAN,5,DB,1
2010,KAN,5,DL,1
2010,MIA,1,DL,1
2010,MIA,2,LB,1
2010,MIA,3,OL,1
2010,MIA,4,LB,1
2010,MIA,5,DB,2
2010,MIA,7,DL,1
2010,MIA,7,LB,1
2010,MIN,2,DB,1
2010,MIN,2,RB,1
2010,MIN,4,DL,1
2010,MIN,5,LB,1
2010,MIN,5,OL,1
2010,MIN,6,WR,1
2010,MIN,7,RB,1
2010,MIN,7,TE,1
2010,NOR,1,DB,1
2010,NOR,2,OL,1
2010,NOR,3,TE,1
2010,NOR,4,DL,1
2010,NOR,5,OL,1
2010,NOR,7,QB,1
2010,NWE,1,DB,1
2010,NWE,2,LB,2
2010,NWE,2,TE,1
2010,NWE,3,WR,1
2010,NWE,4,TE,1
2010,NWE,5,P,1
2010,NWE,6,OL,1
2010,NWE,7,DL,2
2010,NWE,7,OL,1
2010,NWE,7,QB,1
2010,NYG,1,DL,1
2010,NYG,2,DL,1
2010,NYG,3,DB,1
2010,NYG,4,LB,1
2010,NYG,5,OL,1
2010,NYG,6,DL,1
2010,NYG,7,P,1
2010,NYJ,1,DB,1
2010,NYJ,2,OL,1
2010,NYJ,4,RB,1
2010,NYJ,5,RB,1
2010,OAK,1,LB,1
2010,OAK,2,DL,1
2010,OAK,3,OL,1
2010,OAK,4,OL,1
2010,OAK,4,WR,1
2010,OAK,5,DB,1
2010,OAK,6,LB,1
2010,OAK,7,DB,2
2010,PHI,1,DL,1
2010,PHI,2,DB,1
2010,PHI,3,DL,1
2010,PHI,4,DB,1
2010,PHI,4,LB,1
2010,PHI,4,QB,1
2010,PHI,4,TE,1
2010,PHI,5,DL,1
2010,PHI,5,WR,1
2010,PHI,6,RB,1
2010,PHI,7,DB,1
2010,PHI,7,DL,1
2010,PHI,7,LB,1
2010,PIT,1,OL,1
2010,PIT,2,DL,1
2010,PIT,3,WR,1
2010,PIT,4,DL,1
2010,PIT,5,DB,1
2010,PIT,5,LB,1
2010,PIT,5,OL,1
2010,PIT,6,RB,1
2010,PIT,6,WR,1
2010,PIT,7,DL,1
2010,SDG,1,RB,1
2010,SDG,3,LB,1
2010,SDG,4,DB,1
2010,SDG,5,DL,1
2010,SDG,5,QB,1
2010,SDG,7,TE,1
2010,SEA,1,DB,1
2010,SEA,1,OL,1
2010,SEA,2,WR,1
2010,SEA,4,DB,1
2010,SEA,4,DL,1
2010,SEA,5,DB,1
2010,SEA,6,TE,1
2010,SEA,7,LB,1
2010,SEA,7,TE,1
2010,SFO,1,OL,2
2010,SFO,2,DB,1
2010,SFO,3,LB,1
2010,SFO,6,RB,1
2010,SFO,6,TE,1
2010,SFO,6,WR,1
2010,SFO,7,DB,1
2010,STL,1,QB,1
2010,STL,2,OL,1
2010,STL,3,DB,1
2010,STL,4,WR,1
2010,STL,5,DL,1
2010,STL,5,TE,1
2010,STL,6,DL,1
2010,STL,6,TE,1
2010,STL,7,DB,1
2010,STL,7,DL,1
2010,STL,7,LB,1
2010,TAM,1,DL,1
2010,TAM,2,DL,1
2010,TAM,2,WR,1
2010,TAM,3,DB,1
2010,TAM,4,WR,1
2010,TAM,6,P,1
2010,TAM,7,DB,1
2010,TAM,7,DL,1
2010,TAM,7,LB,1
2010,TEN,1,DL,1
2010,TEN,3,LB,1
2010,TEN,3,WR,1
2010,TEN,4,DB,1
2010,TEN,5,DB,1
2010,TEN,6,DB,1
2010,TEN,6,QB,1
2010,TEN,7,DL,1
2010,TEN,7,WR,1
2010,WAS,1,OL,1
2010,WAS,4,LB,1
2010,WAS,6,RB,1
2010,WAS,7,OL,2
2010,WAS,7,WR,1
2011,ARI,1,DB,1
2011,ARI,2,RB,1
2011,ARI,3,TE,1
2011,ARI,4,DL,1
2011,ARI,5,RB,1
2011,ARI,6,DL,1
2011,ARI,6,LB,1
2011,ARI,7,WR,1
2011,ATL,1,WR,1
2011,ATL,3,LB,1
2011,ATL,5,RB,1
2011,ATL,6,K,1
2011,ATL,7,DL,1
2011,ATL,7,OL,1
2011,BAL,1,DB,1
2011,BAL,2,WR,1
2011,BAL,3,OL,1
2011,BAL,4,WR,1
2011,BAL,5,DB,1
2011,BAL,5,DL,1
2011,BAL,6,QB,1
2011,BAL,7,RB,1
2011,BUF,1,DL,1
2011,BUF,2,DB,1
2011,BUF,3,LB,1
2011,BUF,4,DB,1
2011,BUF,4,OL,1
2011,BUF,5,RB,1
2011,BUF,6,LB,1
2011,BUF,7,DB,1
2011,BUF,7,DL,1
2011,CAR,1,QB,1
2011,CAR,3,DL,2
2011,CAR,4,DB,1
2011,CAR,5,WR,1
2011,CAR,6,LB,1
2011,CAR,6,OL,1
2011,CAR,7,OL,1
2011,CHI,1,OL,1
2011,CHI,2,DL,1
2011,CHI,3,DB,1
2011,CHI,5,QB,1
2011,CHI,6,LB,1
2011,CIN,1,WR,1
2011,CIN,2,QB,1
2011,CIN,3,LB,1
2011,CIN,4,OL,1
2011,CIN,5,DB,1
2011,CIN,6,WR,1
2011,CIN,7,DB,1
2011,CIN,7,RB,1
2011,CLE,1,DL,1
2011,CLE,2,DL,1
2011,CLE,2,WR,1
2011,CLE,4,RB,1
2011,CLE,4,TE,1
2011,CLE,5,DB,1
2011,CLE,5,OL,1
2011,CLE,7,DB,1
2011,DAL,1,OL,1
2011,DAL,2,LB,1
2011,DAL,3,RB,1
2011,DAL,4,OL,1
2011,DAL,5,DB,1
2011,DAL,6,WR,1
2011,DAL,7,OL,1
2011,DAL,7,RB,1
2011,DEN,1,LB,1
2011,DEN,2,DB,1
2011,DEN,2,OL,1
2011,DEN,3,LB,1
2011,DEN,4,DB,1
2011,DEN,4,TE,1
2011,DEN,6,LB,1
2011,DEN,7,OL,1
2011,DEN,7,TE,1
2011,DET,1,DL,1
2011,DET,2,RB,1
2011,DET,2,WR,1
2011,DET,5,LB,1
2011,DET,7,OL,1
2011,GNB,1,OL,1
2011,GNB,2,WR,1
2011,GNB,3,RB,1
2011,GNB,4,DB,1
2011,GNB,5,TE,1
2011,GNB,6,LB,1
2011,GNB,6,OL,2
2011,GNB,7,DL,1
2011,GNB,7,TE,1
2011,HOU,1,DL,1
2011,HOU,2,DB,1
2011,HOU,2,LB,1
2011,HOU,4,DB,1
2011,HOU,5,DB,1
2011,HOU,5,QB,1
2011,HOU,7,DL,1
2011,HOU,7,OL,1
2011,IND,1,OL,1
2011,IND,2,OL,1
2011,IND,3,DL,1
2011,IND,4,RB,1
2011,IND,6,DB,1
2011,JAX,1,QB,1
2011,JAX,3,OL,1
2011,JAX,4,DB,1
2011,JAX,4,WR,1
2011,JAX,5,DB,1
2011,KAN,1,WR,1
2011,KAN,2,OL,1
2011,KAN,3,DL,1
2011,KAN,3,LB,1
2011,KAN,4,DB,1
2011,KAN,5,LB,1
2011,KAN,5,QB,1
2011,KAN,6,DL,1
2011,KAN,7,RB,1
2011,MIA,1,OL,1
2011,MIA,2,RB,1
2011,MIA,4,WR,1
2011,MIA,6,TE,1
2011,MIA,7,DB,1
2011,MIA,7,DL,1
2011,MIN,1,QB,1
2011,MIN,2,TE,1
2011,MIN,4,DL,1
2011,MIN,5,DB,1
2011,MIN,6,DB,1
2011,MIN,6,LB,1
2011,MIN,6,OL,2
2011,MIN,7,DL,1
2011,MIN,7,WR,1
2011,NOR,1,DL,1
2011,NOR,1,RB,1
2011,NOR,3,DB,1
2011,NOR,3,LB,1
2011,NOR,7,LB,1
2011,NOR,7,OL,1
2011,NWE,1,OL,1
2011,NWE,2,DB,1
2011,NWE,2,RB,1
2011,NWE,3,QB,1
2011,NWE,3,RB,1
2011,NWE,5,OL,1
2011,NWE,5,TE,1
2011,NWE,6,LB,1
2011,NWE,7,DB,1
2011,NYG,1,DB,1
2011,NYG,2,DL,1
2011,NYG,3,WR,1
2011,NYG,4,OL,1
2011,NYG,6,DB,1
2011,NYG,6,LB,2
2011,NYG,7,RB,1
2011,NYJ,1,DL,1
2011,NYJ,3,DL,1
2011,NYJ,4,RB,1
2011,NYJ,5,WR,1
2011,NYJ,7,QB,1
2011,NYJ,7,WR,1
2011,OAK,2,OL,1
2011,OAK,3,DB,1
2011,OAK,3,OL,1
2011,OAK,4,DB,1
2011,OAK,4,RB,1
2011,OAK,5,WR,1
2011,OAK,6,TE,1
2011,OAK,7,WR,1
2011,PHI,1,OL,1
2011,PHI,2,DB,1
2011,PHI,3,DB,1
2011,PHI,4,K,1
2011,PHI,4,LB,1
2011,PHI,5,OL,1
2011,PHI,5,RB,1
2011,PHI,6,LB,1
2011,PHI,6,OL,1
2011,PHI,7,LB,1
2011,PHI,7,RB,1
2011,PIT,1,DL,1
2011,PIT,2,OL,1
2011,PIT,3,DB,1
2011,PIT,4,DB,1
2011,PIT,5,LB,1
2011,PIT,6,OL,1
2011,PIT,7,RB,1
2011,SDG,1,DL,1
2011,SDG,2,DB,1
2011,SDG,2,LB,1
2011,SDG,3,DB,1
2011,SDG,3,WR,1
2011,SDG,6,OL,1
2011,SDG,6,RB,1
2011,SDG,7,LB,1
2011,SEA,1,OL,1
2011,SEA,3,OL,1
2011,SEA,4,LB,1
2011,SEA,4,WR,1
2011,SEA,5,DB,2
2011,SEA,6,DB,1
2011,SEA,7,LB,1
2011,SEA,7,OL,1
2011,SFO,1,DL,1
2011,SFO,2,QB,1
2011,SFO,3,DB,1
2011,SFO,4,RB,1
2011,SFO,5,OL,1
2011,SFO,6,DB,1
2011,SFO,6,WR,1
2011,SFO,7,DB,1
2011,SFO,7,DL,1
2011,SFO,7,OL,1
2011,STL,1,DL,1
2011,STL,2,TE,1
2011,STL,3,WR,1
2011,STL,4,WR,1
2011,STL,5,DB,1
2011,STL,7,DB,2
2011,STL,7,LB,1
2011,TAM,1,DL,1
2011,TAM,2,DL,1
2011,TAM,3,LB,1
2011,TAM,4,TE,1
2011,TAM,5,DB,1
2011,TAM,6,RB,1
2011,TAM,7,DB,1
2011,TAM,7,TE,1
2011,TEN,1,QB,1
2011,TEN,2,LB,1
2011,TEN,3,DL,1
2011,TEN,4,LB,1
2011,TEN,4,RB,1
2011,TEN,5,DL,1
2011,TEN,6,OL,1
2011,TEN,7,DB,1
2011,TEN,7,DL,1
2011,WAS,1,DL,1
2011,WAS,2,DL,1
2011,WAS,3,WR,1
2011,WAS,4,RB,1
2011,WAS,5,DB,1
2011,WAS,5,WR,1
2011,WAS,6,RB,1
2011,WAS,6,WR,1
2011,WAS,7,DB,1
2011,WAS,7,DL,2
2011,WAS,7,OL,1
2012,ARI,1,WR,1
2012,ARI,3,DB,1
2012,ARI,4,OL,1
2012,ARI,5,OL,1
2012,ARI,6,DB,1
2012,ARI,6,QB,1
2012,ARI,7,OL,1
2012,ATL,2,OL,1
2012,ATL,3,OL,1
2012,ATL,5,DL,1
2012,ATL,5,RB,1
2012,ATL,6,DB,1
2012,ATL,7,DL,1
2012,BAL,2,LB,1
2012,BAL,2,OL,1
2012,BAL,3,RB,1
2012,BAL,4,DB,1
2012,BAL,4,OL,1
2012,BAL,5,DB,1
2012,BAL,6,WR,1
2012,BAL,7,DL,1
2012,BUF,1,DB,1
2012,BUF,2,OL,1
2012,BUF,3,WR,1
2012,BUF,4,DB,1
2012,BUF,4,LB,1
2012,BUF,5,LB,1
2012,BUF,5,OL,1
2012,BUF,6,OL,1
2012,BUF,7,K,1
2012,CAR,1,LB,1
2012,CAR,2,OL,1
2012,CAR,4,DL,1
2012,CAR,4,WR,1
2012,CAR,5,DB,1
2012,CAR,6,P,1
2012,CAR,7,DB,1
2012,CHI,1,DL,1
2012,CHI,2,WR,1
2012,CHI,3,DB,1
2012,CHI,4,TE,1
2012,CHI,6,DB,1
2012,CHI,7,DB,1
2012,CIN,1,DB,1
2012,CIN,1,OL,1
2012,CIN,2,DL,1
2012,CIN,3,DL,1
2012,CIN,3,WR,1
2012,CIN,4,TE,1
2012,CIN,5,DB,2
2012,CIN,5,WR,1
2012,CIN,6,RB,1
2012,CLE,1,QB,1
2012,CLE,1,RB,1
2012,CLE,2,OL,1
2012,CLE,3,DL,1
2012,CLE,4,LB,1
2012,CLE,4,WR,1
2012,CLE,5,OL,1
2012,CLE,6,DL,1
2012,CLE,6,LB,1
2012,CLE,7,DB,1
2012,CLE,7,TE,1
2012,DAL,1,DB,1
2012,DAL,3,DL,1
2012,DAL,4,DB,1
2012,DAL,4,LB,1
2012,DAL,5,WR,1
2012,DAL,6,TE,1
2012,DAL,7,LB,1
2012,DEN,2,DL,1
2012,DEN,2,QB,1
2012,DEN,3,RB,1
2012,DEN,4,DB,1
2012,DEN,4,OL,1
2012,DEN,5,DL,1
2012,DEN,6,LB,1
2012,DET,1,OL,1
2012,DET,2,WR,1
2012,DET,3,DB,1
2012,DET,4,LB,1
2012,DET,5,DB,1
2012,DET,5,LB,1
2012,DET,6,DB,1
2012,DET,7,LB,1
2012,GNB,1,DL,1
2012,GNB,2,DB,1
2012,GNB,2,DL,1
2012,GNB,4,DB,1
2012,GNB,4,DL,1
2012,GNB,5,LB,1
2012,GNB,7,OL,1
2012,GNB,7,QB,1
2012,HOU,1,DL,1
2012,HOU,3,OL,1
2012,HOU,3,WR,1
2012,HOU,4,DL,1
2012,HOU,4,OL,1
2012,HOU,4,WR,1
2012,HOU,5,K,1
2012,HOU,6,OL,1
2012,IND,1,QB,1
2012,IND,2,TE,1
2012,IND,3,TE,1
2012,IND,3,WR,1
2012,IND,5,OL,1
2012,IND,5,RB,1
2012,IND,6,WR,1
2012,IND,7,DL,1
2012,IND,7,OL,1
2012,IND,7,QB,1
2012,JAX,1,WR,1
2012,JAX,2,LB,1
2012,JAX,3,P,1
2012,JAX,5,LB,1
2012,JAX,6,DB,1
2012,JAX,7,DL,1
2012,KAN,1,DL,1
2012,KAN,2,OL,1
2012,KAN,3,OL,1
2012,KAN,4,WR,1
2012,KAN,5,DB,1
2012,KAN,6,RB,1
2012,KAN,7,DL,1
2012,KAN,7,WR,1
2012,MIA,1,QB,1
2012,MIA,2,OL,1
2012,MIA,3,LB,1
2012,MIA,3,TE,1
2012,MIA,4,RB,1
2012,MIA,5,LB,1
2012,MIA,6,WR,1
2012,MIA,7,DL,1
2012,MIA,7,WR,1
2012,MIN,1,DB,1
2012,MIN,1,OL,1
2012,MIN,3,DB,1
2012,MIN,4,RB,1
2012,MIN,4,WR,2
2012,MIN,5,DB,1
2012,MIN,6,K,1
2012,MIN,7,DL,1
2012,MIN,7,LB,1
2012,NOR,3,DL,1
2012,NOR,4,WR,1
2012,NOR,5,DB,1
2012,NOR,6,OL,1
2012,NOR,7,OL,1
2012,NWE,1,DL,1
2012,NWE,1,LB,1
2012,NWE,2,DB,1
2012,NWE,3,DL,1
2012,NWE,6,DB,1
2012,NWE,7,DB,1
2012,NWE,7,WR,1
2012,NYG,1,RB,1
2012,NYG,2,WR,1
2012,NYG,3,DB,1
2012,NYG,4,OL,1
2012,NYG,4,TE,1
2012,NYG,6,OL,1
2012,NYG,7,DL,1
2012,NYJ,1,DL,1
2012,NYJ,2,WR,1
2012,NYJ,3,LB,1
2012,NYJ,6,DB,1
2012,NYJ,6,OL,1
2012,NYJ,6,RB,1
2012,NYJ,7,DB,1
2012,NYJ,7,WR,1
2012,OAK,3,OL,1
2012,OAK,4,LB,1
2012,OAK,5,DL,1
2012,OAK,5,WR,1
2012,OAK,6,DL,1
2012,OAK,7,LB,1
2012,PHI,1,DL,1
2012,PHI,2,DL,1
2012,PHI,2,LB,1
2012,PHI,3,QB,1
2012,PHI,4,DB,1
2012,PHI,5,OL,1
2012,PHI,6,OL,1
2012,PHI,6,WR,1
2012,PHI,7,RB,1
2012,PIT,1,OL,1
2012,PIT,2,OL,1
2012,PIT,3,LB,1
2012,PIT,4,DL,1
2012,PIT,5,RB,1
2012,PIT,7,DB,1
2012,PIT,7,OL,1
2012,PIT,7,TE,1
2012,PIT,7,WR,1
2012,SDG,1,DL,1
2012,SDG,2,DL,1
2012,SDG,3,DB,1
2012,SDG,4,TE,1
2012,SDG,5,OL,1
2012,SDG,7,OL,1
2012,SDG,7,RB,1
2012,SEA,1,DL,1
2012,SEA,2,LB,1
2012,SEA,3,QB,1
2012,SEA,4,DL,1
2012,SEA,4,RB,1
2012,SEA,5,LB,1
2012,SEA,6,DB,2
2012,SEA,7,DL,2
2012,SFO,1,WR,1
2012,SFO,2,RB,1
